,id,title,content,cluster
5,1451586143204_PTT02R,[標的] 1217愛之味,1. 標的：1217愛之味 2. 分類：多 3. 分析/正文： 1.消息面： 愛之味拿下雀巢茶品產銷的10年合約 2.技術面： 12/24新聞發布愛之味取得雀巢茶品品牌授權之後，爆量跳空上漲2天 之後橫盤整理期間，單日未爆出大量 3.籌碼面： 12/24和12/25爆量跳空上漲時，融資和融券使用率快速增加 之後橫盤整理期間融券減少，融資仍快速增加中 4.外資持股比重4.45%，未來有機會提高： 雀巢在銷售及知名度上，都是全球排名第一的食品公司 愛之味代工雀巢茶品，可提高公司知名度 目前多家外資機構還沒有在買賣愛之味，若有更多家外資機構評估愛之味， 未來外資持股比重有機會提高 5.和雀巢合作，公司未來營收需想像空間： (1)愛之味可以研發雀巢茶品，若未來推出新茶飲，能和雀巢檸檬茶一樣， 供應給台灣的餐飲店家，則新茶飲的出貨量將很可觀 (2)未來有和雀巢合作，取得進入海外市場的機會 6.營收可望繼續成長，是營收能見度高的轉機股： 愛之味推出的新品，銷售業績不錯，2015年Q3和Q4的營收，已使全年營收轉盈 2016年增加代工雀巢茶品的收入，全年營收可望進一步提高 7.低股價低股本，股價具高爆發性： 散戶對低股價的股票，參與的意願較高，目前股價接近9元，是多數人買的起的價位 若主力拉抬股價，帶動買氣，可望吸引散戶參與 4. 進退場機制： 跌破12/24第一根紅棒的跳空缺口，即股價7.85，就停損出場 -- ,0
56,1451806189367_PTT02R,[標的] 大盤(多),"1. 標的：大盤 2. 分類：多 3. 分析/正文： 未來展望: 2015 Q4 GDP 應該-0.5左右 爛到不能再爛 明年基期低可望全年2.0左右 消息面:12月利空消息連發 1月不用看也知道 同一件事可以報一個禮拜 未看1月新聞 (1). 出口連11黑 (2). 2015 Q4 GDP -0.5左右 (3). 景氣好慘阿 籌碼: 散戶幾乎看空 12/17號後 P/C值已轉>1 外資 (1). 期貨多單20000口 未發現特殊砍單動作 (2). 現貨未有大賣動作 OR 小買 4. 進退場機制：(停損價位/出場條件/長期投資) 出場條件:外資淨多單※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.161.205.46 ",0
76,1451870476643_PTT02R,[標的] 2314台揚,1. 標的：2314台揚 2. 分類：多 3. 分析/正文：連續兩根紅棒，且最近跌深都會拉回，雖然業績不優，但是處於低點 4. 進退場機制：停利價格:18 停損價格:10 -- ,0
109,1451969843687_PTT02R,[標的] 2382 廣達,"1. 標的：2382 廣達 2. 分類：多 3. 分析/正文： 基本面：至2015 Q3 EPS 3.34，毛利 4.53%，純益 1.74%，ROE 9.26%，ROA 2.3% 資本額386.27億元，1~11月營收9,098.9億元， 　　　　　除 1,2及4外，月營收年增率皆為正， Q1~Q3毛利率微幅逐季下滑(5.08%->4.37%->4.27%)， 前兩季EPS近3年罕見未達1元。 　技術面：空頭，8月隨大盤破底後，反彈幅度弱於大盤，12月試圖拉抬但缺買氣， 　　　　　 今日回測11月30日波段低點，本週可能見4字頭。 週KD在12月30~40間盤整後轉弱向下，週MACD指標低檔中期鈍化， 　　　　　 9月週DM值收斂後態勢不明，12月份微幅翻正，本週轉折關鍵。 月KD及月MACD尚未見轉多跡象，12月買量大於11月賣量，終結6~11月連6黑。 　 籌碼面：董監持股比28.19%，融資約9,300~9,500張，融券約300~500張， 　　　　　 外資持股約35%，投信及自營各約0.63%，自然人投資約25.12%。 　 其他：'90年代的股價也曾經很威的~ 雖然代工業就是毛三到四，但這檔的公司經營算很穩健，長期持有風險低。 4. 進退場機制：長期投資 　　　　　 近8年配現金股利都在3.5元以上，以1股50元計算投報率約7%， 　　　　 目前價位長期投資價值逐漸浮現，本月破48會分批沿路撿。 　　　　　　 -- ",0
136,1451969871805_PTT02R,[標的] 6455f-gis,1. 標的：6456 2. 分類：多 3. 分析/正文： 大盤趨勢掰了 但難得一見的多重支撐出現 這隻提早殺到一百元精神支撐價 配合中長支撐100 Cdp102 101 籌碼分析99.8 一堆價格都算在這 http://i.imgur.com/9TMK0Ay.jpg 4. 進退場機制： 10%以上或看大盤情況出場 三日內若死魚或續殺停損停利 -- → westwet : 秒漲…錯過幾元了我覺得就不要這時才上車了01/05 09:51 ,0
161,1451986250887_PTT02R,[標的] 陸股反向 00634R,"1. 標的：陸股反向 00634R 2. 分類：全力買進00634R or 做空全系列陸股etf 3. 分析/正文： http://imgur.com/fIthSMV 如上圖，陸股(上證)明顯跌破頸線，必須立刻做空 (不過短期會小彈) 上證 去年八月跌破頸線就直接從3500到2850..... 這一次也會一樣 只不過上一波是一次下去, 但這次不同, 明後天會先彈一下 (畢竟這次殺盤力量不夠) 接著就下看2850 (雖然殺盤力量不夠,但仍不能改變破線的事實，必須偏空操作) 蔡森大師說陸股是技術分析天堂可不是假的!!! 4. 進退場機制： 明後天準備買10.5塊的00634R 擺一個月 可以到13塊 獲利25% (停損設10.2就好 機率渺茫) 算送給大家的過年紅包 -- ",0
163,1451990632287_PTT02R,[標的] 長榮航,1. 標的：長榮航 2. 分類：多 3. 分析/正文：LUKE中轉開放三個點 4. 進退場機制：20.3--20.5出場 -- ,0
170,1452001429149_PTT02R,1536和大(多),1. 標的：1536 2. 分類：多 3. 分析/正文： a.北美電動車廠tesla等主力客戶訂單需求增加，7月嘉義新廠區投入生產 近期也爭取到歐洲車廠訂單，2017開始出貨 b.大陸到2016年底 針對車市有利多政策(購置稅減半徵收) c.今年營收52.7億，eps上看4.5，都創新高，明年預計只會更好 d. 目前股價122 5日均121 10日均121.2 20日均123.6 60日均119.45 131元有大戶19萬5000股 126.75有大戶23萬6000股 應該會再往上 4. 進退場機制：長期投資 新手投資，第一次發文，請多指教 有不同想法拜託打臉！ -- ,0
172,1452002705286_PTT02R,[標的] 1722 台肥,"1. 標的：1722 台肥 2. 分類：短多，中長期看空 3. 分析/正文： 基本面：股本98億元，1-11月營收149.65億元，至Q3 EPS 1.36， 毛利 18.4%，純益 10.84%，ROE 2.55%，ROA 1.77% 　 技術面：長線大空頭，短線翻多，8月份隨大盤落底盤中最低見35.7， 　　　　　 反彈至43元附近，Q4在38~43附近價位盤整，突破8/21爆量壓力區， 　　　　　 12/18及12/21的多空拉鋸，目前為止多方小勝，20日線開始走揚。 11/30及12/18的兩隻摜破均線黑K，視為主力的有效吃貨量。 　　　　　 週K線至本週短中長均線向上交叉(41.5元附近)， 　　　　　 MACD值有效底部轉強第3週，有望填補8/17向下跳空缺口(45.2元)。 籌碼面：董監持股27.58%（大股東行政院農委會，約23.5萬張）， 外資持股近一個月約從20%增加至21%，本國自然人投資約31.23%。 　　　　　 融資約從10,000張降至8,700張，融券約從50張增加至200張。 其他：上市當年的價格是50元，近5年現金股利最低2元。 4. 進退場機制：做短停損39元，中線放著應可等到50元，長線視走勢調節。 年線站上前不建議做多。 -- ",0
178,1452007227869_PTT02R,[標的] 大盤 空,"1. 標的： 大盤 2. 分類：空 3. 分析/正文： 先說可以去看我前面對聯發科的看法 準不準自在人心 國際油價大跌, 經濟數據連黑 國際金融風險劇增, 失業裁員四面楚歌 出口在創新低, 油價沒有反彈的理由 之前股價被炒作太高, 泡沫已經來了 多空週期交替, 空頭才開始 股市不像房市, 只漲不跌, 建議放空股市 融資進場房市佈局, 資產將會很可觀 4. 進退場機制： 這波預計破6500, 到6500就只跌嗎？ 不是, 是另一個觀察的點 停損 9300 -- ",0
191,1452041681397_PTT02R,[標的] 4968 立積 請問,1. 標的：4968 立積 2. 分類：請益 3. 分析/正文： 立積為國內少數供應射頻IC廠商，由於採用矽鍺製程與競爭對手採砷化鎵，有更好的性價 比，且802.11ac對射頻元件需求增加至8顆，趨勢發展對立積相對有利，法人預料，立積 明年受惠於滲透率上揚及顆數增加，在WLAN元件出貨倍增，營收年成長可望達到20%。 4. 進退場機制：停損價位：10% 籌碼集中，KD目前為低檔 營收穩定增加，毛利也提高到33% 搭配上wifi和4g題材也不錯 目前買超的主要券商均價在80～89左右 目前價位在80以下 但我想請問對這支有研究的大大 自由現金流連續三季是負的 第三季的營業現金流也是負值 這樣有什麼隱藏的問題嗎？？ -- ,0
193,1452042916524_PTT02R,[標的] 3O17 奇洪,"1. 標的：3017 奇鋐 2. 分類：多 3. 分析/正文：三紅棒的低點+今年EPS3.X起跳 4. 進退場機制：今天開始算是起漲點,如果有興趣可以進場, 收盤不跌破今天低點都是安全 9:30之前維持2.5%漲幅就要考慮進場了 -- ",0
200,1452045980565_PTT02R,[標的] 2474 可成,1. 標的：2474可成 2. 分類：多 3. 分析/正文：今日瓶蓋一路下殺，股王大力光外資目標價開低至1800。 貼文時2474可成盤中低點240，約-9.23%，本益比約8.3倍。 在蘋果iphone6s銷量不佳應未追貨的狀況下，可成12月營 收年增率仍有14%，若悲觀預估可成明年因iphone 銷量下 滑及競爭對手產能上升導致毛利衰退，致使盈餘減少10%的 狀況下，10倍本益比股價應為260左右，故認定2474股價過 於低估。目前為已進入恐慌殺盤最後階段。 4. 進退場機制： 進場方式─ 245以下分三批進場，約240 220 200各進33%持股。 出場條件─ 本益比超過13 停損條件─ yoy營收衰退超過10%。 -- ,0
205,1452049725582_PTT02R,[標的] 00642U 元石油 必須開始進場布局,"1. 標的： 00642U 元石油 2. 分類： 做多 3. 分析/正文： http://imgur.com/edit 上圖為布萊德原油線圖 還記得前幾天的新聞嗎? 幾乎沒人看好石油!! 全部的人都認為石油要下看20!!! 人多的地方你去嗎?? 因此，必須開始布局多單!!! 從技術線圖看 的確沒有出現突破頸線的訊號 是沒錯, 但必須買在恐慌 此乃投資硬道理 4. 進退場機制： 目前00642U 約16.5 開始進場布局 目標年底20 約20%報酬 往下是加碼才對 不應該賣出 真要停損就設個10塊吧 (但你覺得有可能加95汽油只要15元?? 動動腦吧!!) -- ",0
