,id,title,content,cluster
1,1451616871574_F01,傳超微已打算將訂單下給格羅方德,台積電爭奪超微下一代繪圖處理器失利，因為傳超微已打算將訂單下給格羅方德（GlobalFoundries）。另外，由於格羅方德計劃使用的 14 奈米 FinFET 製程來自三星授權，因此三星也有望隨之受惠。<BR>據南韓媒體 Business Korea 報導，超微下一世代 Greenland 繪圖處理器將以 14 奈米製程生產，由格羅方德負責操刀。Greenland 是超微 Arctic Islands 系列繪圖處理器的最高階，超微看上的是 14 奈米的低功耗。<BR>一般而言，14 奈米製程的能效較 28 奈米高出 50-60%，超微認為格羅方德有能力為新繪圖處理器帶來如此性能上的提升。可惜的是，超微因售價考量，繪圖處理器未跟著採用三星開發的 HBM 高頻寬記憶體，否則效能增加將更顯著。<BR>之前還有傳言指出，超微對手 Nvidia 已選擇台積電 16 奈米代工下一代繪圖顯示晶片 Pascal，超微選用 14 奈米可與之做有效區別。除此之外，假若格羅方德的良率不符期待，三星位於德州奧斯汀晶圓廠也可分攤部份訂單，等於在產能上又多一道保險。<BR>GlobalFoundries 能力到多少 ?<BR>14NM 夠穩嗎?<BR>GlobalFoundries 以前出包過不是嗎. AMD 還要去投片 <BR>AMD 應該要跟INTEL 學吧<BR>,2
13,1451671675714_F01,2016看好的概念股,過去的已經過去，總該有些成長，把跌倒當經驗，展望未來有甚麼是未來十年的希望?<BR>這些概念股可以走過未來可能的股災<BR>最好是找到未來 10年內的鴻海<BR>甚至是20年內的台積電<BR>歡迎各位提出看法:可以提出概念或是個股，當然要有理由或故事<BR>尤其是<BR>J1977 大大<BR>明彥 大大<BR>liou7364 大大<BR>我就是愛拍照 大大<BR>Katong 大大<BR>LeoNid77414 大大<BR>劍神路亞 大大<BR>賺大錢養老婆 大大<BR>以及其他 我忘了提到的各位<BR>我先提出看法<BR>醫藥生技(希望是未來20年的主流)<BR>機器人概念股<BR>無人機概念股<BR>石油ETF---台灣唯一 元石油 (代號：00642U )(半年內有可能見底 )<BR>原物料概念股(股價再打七折 我就看好了)<BR>請避開<BR>海外的高收益債---別拿錢去開玩笑<BR>黃金ETF,2
30,1451813939657_F01,6187萬潤,已經開發出 INFO檢測機台 出給台積電<BR><BR>預估2016年EPS成長80% 到 7 元<BR>不買可惜,2
42,1451871521490_F01,新年大爆跌......唉！,台股線型又要往下了，<BR>說好的總統行情呢......<BR>越接近大選越是跌,2
61,1451970505644_F01,大家來讚美一下國家隊的表現,"很棒啊國家隊,這幾天的表現真的太棒了!!<BR>話說國安基金挺台股 只進不出??依我看國家隊根本只是很少量買進而已,要出個什麼??從頭到尾根本無心護盤只是淪為口水護盤,不然今天的盤,會是這樣??<BR>反正,手中無股票,只等價更低,我看633還沒卸任前,大盤應該會送他一個創新低的指數當禮物",2
72,1452001963779_F01,2016 / 1 / 6 約旦土豪研究報告,台股可能還會跌<BR>161616161616161616,2
112,1452136455533_F01,陸股又崩盤逾7％【這麼快就下班啦？】陸股開盤15分鐘「熔斷」 宣告休市,陸股跳水亞洲股匯雙殺 台股暴跌百點破10年線<BR>大陸股災？ 亞股受拖累一片慘跌<BR>陸股又崩盤逾7％「熔斷」 觸發第2次今日提前休市<BR>陸股今天再現賣壓，A股開盤才15分鐘，滬深300指數在上午9點42分跌幅就達到5%，觸發熔斷機制的第一個門檻，A股暫停交易15分鐘。<BR>沒想到在9點57分恢復交易後，跌幅迅速達到7%，馬上觸發第2個門檻，陸股於9點58分再度暫停交易至下午收盤，意味今天陸股宣告提前收盤，也是陸股熔斷機制本周上路以來，第2次達到停止交易門檻，並宣告全天提前收盤。<BR><BR><BR>這麼快就下班啦？<BR><BR><BR><BR>黑天鵝來了.......................<BR>熔斷.....................防暴跌反成催化劑<BR><BR>,2
116,1452139419020_F01,台股要感謝大陸加速崩底,台股就是這樣脫脫拉拉的<BR>所以本益比那麼低<BR>大陸今天幫忙測10年線了<BR>趕底後融資維持率如果小於140%<BR>底部差不多就到了<BR>再來只是無量下跌或是反彈而已,2
119,1452142103061_F01,台股崩不停，曾銘宗放假，國安基金也放假嗎？,10月國安基金，<BR>通過繼續授權國安基金護盤台股至下次例會，意即國安基金不會退場，<BR>將持續護盤台股3個月，直到明年1月中旬再討論退場時間。<BR>台股崩不停...................<BR>財政部次長、國安基金操盤手吳當傑表示，今會「好好表現」......................<BR>今天.......要以一擋百了！看看尾盤能不能逆守收紅....<BR><BR><BR>曾銘宗放假，國安基金也放假嗎？台股崩不停.....................<BR><BR><BR><BR>,2
123,1452143744992_F01,今天，是見證奇蹟日..拼了老命尾盤能不能逆守收紅....國安基金：今會「好好表現」,因應股匯市劇烈波動，財政部次長、國安基金操盤手吳當傑表示，「國安基金絕對有發揮護盤責任」、「國安基金銀彈充足」，四大基金也買超台股逾卅億元，今天將要求八大公股行庫「好好表現」，只要投資人穩住，就不會有恐慌性賣壓，呼籲投資人不要失去信心。<BR><BR><BR>今天要以一擋百了！拼了老命尾盤能不能逆守收紅....<BR><BR><BR>今天是見證奇蹟日.....................<BR><BR><BR><BR>,2
