,id,title,content,cluster
9,1451650195372_F01,鴻海股價最近低迷,鴻海最近股價低迷 是發生什麼狀況嗎?<BR>是否可在進場?求解,9
12,1451659934468_F01,大成感覺不錯 有人上車了嗎???,理由<BR>1 成交量創新高<BR>2 股價創8/7以來新高<BR>3 近期法人持續買超<BR>4 12/31均線糾結 突破頸線,9
29,1451809391654_F01,理財賺錢有時是天命,同學A買了100張股票，股價大漲加上股利豐富，幾年後身價破數千萬<BR>同學B買了前公司股票都不會漲，離職時賣掉時，原公司股票卻大漲，<BR>來到新公司買的新股票，後來公司收了<BR>同學C買了公司100張股票，<BR>減資再減資<BR>同學D家的農地，被列入都市計畫，然然與建商合建後，分回幾棟大樓!,9
78,1452017313145_F01,稅前盈餘要怎麼換算成稅後EPS?,股票稅前盈餘要怎麼換算成稅後EPS?<BR>假設今年的稅和去年一樣的話,9
81,1452046064980_F01,工業電腦？,工業電腦最近股價往下down?<BR>怎麼了？,9
92,1452064067099_F01,i6S 賣不好，相關蘋概股股價低迷，現在正是好機會...在i7 出來前的青黃不接時期，找好公司好買點,http://www.moneydj.com/KMDJ/News/NewsViewer.aspx?a=2dd8d1b7-505d-4886-8c2f-9aebd63629ac<BR>iPhone 6s賣超差！傳通路庫存爆滿，蘋果砍單三成<BR><BR>如題，趁目前i6s 賣不好，相關蘋概股股價低迷，在i7 出來前的青黃不接時期，找好公司好買點，買完後坐等i7 上漲題材。<BR><BR>危機入市: 6121 新普，股價已到低檔，投資價值浮現。要搶短線反彈，或中長線投資賺大波段都可以....<BR>http://www.chinatimes.com/realtimenews/20150902002330-260410<BR>新普科因3年前開始採取「大量產品自動化、小量產品模組化」策略，產線自動化得早，且自動化產線中的硬體、軟體、韌體、機械、影像檢查都是新普科自己設計，目前手機電池組裝線已100%全自動化，平板電腦電池自動化產線亦陸續設置完成，在自動化能力領先同業許多下，讓公司每年獲利維持穩定成長；順達科及加百裕雖然積極開拓儲能及高功率電池等新應用，但因相關產品認證時間長，對業績貢獻有限，兩家公司業績仍處於苦撐待變。<BR>新普本身是一家長年獲利水準都不錯的好公司，生產線自動化比同業早發展，毛利率也比同業好。不過近期因 i6s 賣不好， 12月營收低迷...股價近期被一殺再殺，連跌好幾天了。但觀察該公司近3年平均中低本益比為13.2倍左右，而目前本益比約9.5倍(01/06 收盤價97 )，算是超跌了: (綜合多家投顧機構和公司本身財務預測)2015 EPS 約 10.21 (97/10.21) =9.5倍本益比。2016 EPS 約 10.38 (97/10.38) =9.34倍本益比<BR>也就是說新普去年12月業績差，股價是該下跌，但跌破110已經算是有點過頭了，而跌破100則真的是超跌了...<BR>危機入市除了下檔空間有限這個條件，更要有未來上漲空間，前面提到跌破100已經是超跌，下檔空間有限，而上檔空間短線題材當然是i7上市，中長線題材則是未來該公司會朝非IT產業發展，包括電動車零件、材料、自動化設備等...個人認為這是好的趨勢，因為IT產業越來越難賺錢，而且智慧手機漸漸飽和，非得要找其他市場來繼續成長。<BR>以上是個人一點看法。,9
141,1452175318930_F01,永豐金真有那麼差嗎？,股價只剩八塊多了，我手中還有不少張呢！,9
147,1452183473568_F01,"中信金 ( 停損出場 ) 投資有風險,怕輸別買進",中信金今日的低點！<BR>今年存股的好機會！<BR>閒置資金該放哪呢？<BR>個人認為無所謂啦！<BR>目前股價為16元的存股規劃<BR>每跌0.5 買5000元<BR>跌到股價為10元的存股規劃<BR>每跌0.5 買10000元<BR>PS.風險自負不勸進 ! 持股出清不告知 !<BR>,9
183,1452331432226_F01,富邦金好強,富邦金去年獲利年增5.6% EPS 6.22元<BR>2016-01-09 17:09 聯合報 記者沈婉玉╱即時報導<BR>富邦金控2015年12月自結稅後盈餘15.06億元，2015年全年自結稅後盈餘達636.34億元，相較2014年成長5.6%，2015年自結每股盈餘(EPS)為6.22元，強勁的業績表現帶動稅後盈餘及每股盈餘再創歷史新高,9
198,1452437539177_F01,請問元大00646 S&P500的指數是照台指數在走的嗎?,剛在研究這檔<BR>想說竟然是ETF指數型基金<BR>然後字面上是追蹤美國S&P500的<BR>但股價漲跌也是會受台指數影響嗎?<BR>反而不會受道瓊指數影響吧?,9
