,id,title,content,cluster
15,1451700424697_F01,請問金管會接管朝陽人壽.儲蓄險保戶會有哪些影響?,金管會接管朝陽人壽 <BR>請問短年期儲蓄險保戶會有哪些影響?<BR>================================<BR>屬於利變型儲蓄險保戶 <BR>已放4年與3年9個月 兩筆小額儲蓄險<BR>請問保戶應該要先作哪些動作處理??<BR>謝謝<BR>,7
19,1451725794354_F01,請問機車險，50cc的要怎樣選擇？,只要保強制和第三責任嗎？<BR>保那家較好，<BR>有推薦的保險公司？<BR>怎樣搭配好<BR>感謝你,7
28,1451807663967_F01,請教機車險幾個問題,請問下<BR>1.<BR>若機車是成年人的<BR>若將來有保第三和強制險<BR>無照未成年小孩<BR>私底下騎車出去發生車禍<BR>保險公司是否會理賠？<BR>還是賠了再求償？<BR>2.<BR>保險有那些條件<BR>保險公司不理賠？<BR>3.<BR>若目前強制險都沒繳<BR>將來投保時會再一起追繳嗎？<BR><BR>麻煩下<BR>謝謝你,7
46,1451895398721_F01,我想保保險，產險意外險選擇?,請問有人推薦給我<BR>意錠保專案<BR>因為跟他談到火災意外問題<BR>他提到此險<BR>可以理賠車禍和火災<BR>請教下66年次，男生，<BR>要怎樣選擇此保單內容?<BR>此保單車禍若保500萬或100萬<BR>之後回診治療<BR>也是500萬或100萬內<BR>有賠那些?<BR>住院?門診收據?雜支?門診手術，住院手術，<BR>因為有的車禍很嚴重，復健很久<BR>想說錢不知道從何而來<BR>另外<BR>有推薦的類似其他險種嗎？<BR>謝謝你,7
56,1451930988257_F01,請幫忙檢視保單,"請教一下保單問題,<BR>目前已經31歲,<BR>工作是屬於內勤以機車當主要交通工具,<BR>對於保單真的不是很了解,牽扯主約還有附約,<BR>然後每間公司有不同產品,每家業務員都說自己家的很好,<BR>3年前有一位保險經記人阿姨為我規劃說很划算也繳了3次了,<BR>能不能替我看看這幾樣可以嗎?還是金額跟保障不成比例,<BR>我這份保單內容有繳的價值嗎?因為這位經記人頗忙,<BR>如果換個業務員是否就重新保呢?那目前這份還有繼續繳的必要嗎?<BR><BR>1.國華人壽(關懷一生防癌終身健康保險20年期1單位)<BR> 保費年繳:5200元<BR>2.富邦人壽(享安定期壽險繳費20年期,保額300萬元)<BR> 保費年繳:14000元<BR>3.富邦人壽(關懷一生重大疾病暨特定傷病終身壽險,保額10萬元)<BR> 保費年繳:4700元<BR>4.全球人壽(終身壽險/定期醫療),主約好像就是終身壽險,傷害和醫療和住院好像是附約<BR> 保費年繳:6100元<BR>大約年繳30000元",7
82,1452047902289_F01,保險規劃(醫療險、意外險、殘扶險、防癌險),"原先父母幫我投保的保單<BR>主/附約項目 保額 年繳<BR>主約新光人壽新長安終身壽險 10萬 2,359 <BR>附約綜合保障附約(個人) 50萬 3,245 <BR>平安意外傷害保險附約 100萬 1,060 <BR>豁免保險費附約 61 <BR>主約防癌健康終身保險 100萬 期滿<BR>附約住院費用保險附約-僅實支實付 10計劃 2,755 <BR>手術醫療保險附約 30萬 1,104 <BR>平安意外傷害保險附約 100萬 1,060 <BR>意外傷害醫療保險附約 5萬 688<BR>這樣一年約13000左右，自己出社會後，想要加強保障內容，目前26歲，女，預算20000-30000左右/年，所以規劃了以下幾個方案，主要是希望意外險跟醫療險的保障要足夠，防癌險跟殘扶險就在有限的預算下希望也能夠稍微的兼顧到，所以將原先父母規劃的只保留主約及綜合保障附約(個人)附約，並增加一次性給付重大疾病險、殘扶險跟加強實支實付的保障，只是一直在思考要搭配新光的還是富邦的實支實付，因為新光人壽的安心住院到年老的時候費率超高，讓我有點猶豫。<BR>A方案(年繳23532元)<BR>主/附約項目 保額年繳 備註<BR>主約新光人壽新長安終身壽險 10萬2,359 剩10年<BR>附約綜合保障附約(個人) 50萬3,245 <BR>主約新光人壽防癌健康終身保險 100萬期滿<BR>主約新光人壽長扶久久B型殘廢照護終身健康保險 3萬11670 25年<BR>附約新光人壽安心住院保險附約 20佰元3458<BR>主約新光活力平安意外險 A方案1600<BR>主約法國巴黎人壽金健康計劃三 100萬1200<BR>B方案(年繳33545元)<BR>主/附約項目 保額 年繳 備註<BR>主約新光人壽新長安終身壽險 10萬 2,359 剩10年<BR>附約綜合保障附約(個人) 50萬 3,245 <BR>主約新光人壽防癌健康終身保險 100萬 期滿<BR>主約新光人壽長扶久久B型殘廢照護終身健康保險 3萬 11670 25年<BR>主約富邦人壽新平準終身壽險(XWS) 10萬 2450 20年<BR>附約富邦人壽安心寶意外傷害醫療保險金(一般型)(NMR) 5萬 776<BR>附約富邦人壽日額型意外傷害住院醫療保險附約(AHI) 20單位 1160<BR>附約富邦人壽安心寶意外身故及殘廢保險金(MADD) 50萬 675<BR>附約富邦人壽新綜合住院醫療保險附約(NHR1) 20單位 4455<BR>附約富邦人壽享安心住院醫療定額健康保險附約(HKR) 500元 3565<BR>富邦產物保險新十全大補意外險 計劃A 1990<BR>主約法國巴黎人壽金健康計劃三 100萬 1200<BR><BR>C方案(年繳36315元)<BR>主/附約項目 保額 年繳 備註<BR>主約新光人壽新長安終身壽險 10萬 2,359 剩10年<BR>附約綜合保障附約(個人) 50萬 3,245 <BR>主約新光人壽防癌健康終身保險 100萬 期滿<BR>主約富邦人壽安康久久殘廢照護終身壽險(XLJ) 3萬 16890 20年<BR>附約富邦人壽安心寶意外傷害醫療保險金(一般型)(NMR) 5萬 776<BR>附約富邦人壽日額型意外傷害住院醫療保險附約(AHI) 20單位 1160<BR>附約富邦人壽安心寶意外身故及殘廢保險金(MADD) 50萬 675<BR>附約富邦人壽新綜合住院醫療保險附約(NHR1) 20單位 4455<BR>附約富邦人壽享安心住院醫療定額健康保險附約(HKR) 500元 3565<BR>富邦產物保險新十全大補意外險 計劃A 1990<BR>主約法國巴黎人壽金健康計劃三 100萬 1200<BR><BR>如果考慮到預算問題的話當然會選擇A方案，但是就怕這樣的保障不足，所以才另外規劃了富邦，而且會用C方案是因為雖然新光人長扶久久1-11級都豁免保費，但因為我高度近視的關係，如果因為高度近視而造成的狀況就會被除外，所以才再思考要不要改成富邦的，只是這樣保費預算就炸裂了，希望可以幫我檢視看看該要怎麼搭配比較好，麻煩了謝謝大家了。<BR>",7
87,1452059551269_F01,我想投保保險，請業務幫我規劃,目前只有這張<BR>國泰的富貴年年終身，已繳完<BR><BR>保障如最下面<BR>想說若發生意外<BR>無法工作收入來源，醫療來源<BR>若較嚴重的<BR>不是有幾級每個月給付多少錢那種<BR>另外要再規劃那些?<BR>看護失能險，雙實支，重大，意錠保產險意外險?<BR>還是要怎樣規劃<BR>有人可以給我建議嗎？<BR>感謝你<BR>。。。。。。<BR>實支有可以同時支付<BR>因為生病或意外理賠<BR>門診收據，門診手術，住院手術，往後回診的嗎？<BR>有的傷要復健很久，一般是限定多久?<BR>兩年內嗎？<BR><BR>。。。。。。<BR>南山有張受傷不能工作<BR>是指<BR>南山意外傷害(工作失能＆薪水)險- AI<BR>這張嗎？<BR>好理賠嗎？<BR>還是有其他推薦險種?<BR>。。。。<BR>意錠保產險意外險?<BR>除外有其他類似險種推薦嗎？<BR>還是只有這張推薦?<BR><BR>。。。。。<BR><BR>國泰保單 保障<BR>(1)壽險保障<BR>終身壽險 200萬<BR>(2) 意外保險<BR>意外險 100萬 到75歲 意外醫療 3萬/1次 到75歲 意外住院 1000元/1日 到75歲 骨折津貼 500倍<BR>(3)癌症保障<BR>初次患癌症 18萬 癌症住院 6000元/日 終身 癌症手術 9萬/1次 終身 出院療養 3000元/日 終身 癌症門診 3000元/日 終身<BR>(4) 住院醫療保障(日額型)<BR>保障皆到70歲<BR>住院療養日額 1000元/日 加謢病房日額(再加) 2000元/日 普通手術保險金 15000元 特定手術保險金 40000元 出院療養日額 500元/日<BR>(5)保單權益<BR>身故(全殘保險金)<BR>1般身故 200萬 意外身故 300萬 癌症身故 200萬<BR>(6)<BR>醫療保險金<BR>醫療保險金 1500元/日<BR>疾病住院 10500元/日<BR>意外住院 2500元/日,7
91,1452063155534_F01,單親家庭的終身/定期醫療險該怎麼取捨？請各位幫幫忙…,"初次發文，大家好，小女子自我介紹<BR>家中長女&獨生女，與母親相依為命。<BR>家中經濟來源只有我一人，母親沒有工作，家中有房屋貸款。<BR>母親年事已高，無法保險，除了農保健保，其他保險都沒有。<BR>由於小女子是七個月早產的先天不良體質，從小小病不斷……<BR>以防我倒下，母親無人奉養，所以保了醫療險（可以說是全險）<BR>但今年算帳時發現保費將近四萬，已超出收入的十分之一，覺得很高，想做一些取捨。<BR>又發現保險員（親戚）給我保的都是20年的終身醫療險…<BR>請問這張保單（月繳3,279/已繳了五年）我該怎麼取捨／變更才好？<BR>若有其他更好的建議，也十分歡迎大家提供：）<BR>P.S收入大約一個月兩萬五<BR>圖片是保單內容：",7
97,1452081985948_F01,我真的太善良了 又被騙了,還記得3年前<BR>跟業務買了保單<BR>那時是身上沒啥錢<BR>選擇月繳<BR>現在的我 有了點小積蓄 薪水也加了不少<BR>想說問看看保險業務人員(他還是家人的朋友)<BR>可不可以幫我改成年繳<BR>那位業務人員直接跟我說:不行!!!!!<BR>我也只好摸摸鼻子...<BR><BR>後來回家上網查了一下 <BR>大家都說可以改年繳<BR>剛剛打去總公司客服<BR>客服也說可以 會把資料寄給我去填寫<BR>這樣平均一年可以省下2700台幣左右<BR>心想我是不是繳的越多 業務就抽越多???<BR>不然幹嘛騙我......<BR>我真的太善良太天真了<BR>,7
137,1452170848225_F01,32歲男 保單檢視,近期想要投保人生第一張保單<BR>還請版上各位幫小弟看看 有沒有哪裡需要改進的地方<BR>32歲 男 職業等級6 一個2歲小孩 近年會有1000萬的房貸<BR>另外想請問一下 內人是否可以依附在我的主約之下? 這樣子的保單有投保的先後順序嗎?<BR>謝謝大家<BR><BR>全球人壽 <BR>鑫滿利足利率變動型終身壽險 QBS 20年期 20萬 6160 <BR>醫療費用健康保險附約 XHR 1年期/80歲 5計畫 2821<BR><BR>遠雄人壽 <BR>遠雄人壽雄安心終身保險 FX620年期 10萬 3790 <BR>保安心重大傷病一年期定期健康保險附約RG11年期/至75歲100萬 3440 <BR>一年定期癌症健康保險附約 XCD 1年期/至75歲 6單位 1668<BR>中國信託人壽 <BR>安心120殘廢照護終身保險 DI120年期 30萬 5465 <BR>新住院醫療保險附約 HNRB1年期/至74歲計劃3 4611<BR>友邦人壽 <BR>平安定期壽險 JTL10年期 100萬 7720 <BR>十一助行殘廢照顧保險附約 YRDR1年期/至80歲500萬 1440 <BR>友備無患一年定期保險附約 DIYR1年期/至75歲3萬 3744<BR>友安一年定期重大疾病健康保險附約 JDDR 1年期/至75歲 300萬 5580,7
