,id,title,content,cluster
0,1451585357153_F01,自刪,不小心發錯版主請幫忙刪除文章謝謝,6
4,1451623256525_F01,網路出金,請問一下，網路出金是什麼？謝謝各位喔。,6
5,1451623969772_F01,這情況 是銀行多給利息嗎！,大家，新年快樂<BR>想請問大家，在網銀設定定存半年，在今天105/01/01到期，<BR>銀行照約定解除本金利息外，也有孳生應付利息700元(每月/半年)，但這次利息部分卻又多付了一筆70元的利息，這是網銀錯帳？,6
7,1451637685887_F01,請問各位學技術分析的大大們 那些指標好用呢？,請問各位大大 小弟如果想作短線 有那些技術指標比較實用比較準的呢？可否推薦一下呢？,6
16,1451704165847_F01,信用卡建議~~,小弟每月固定會刷高鐵回數票(8000)<BR>另外手機跟電視帳單有中華電信、亞太電信、TBC南桃園<BR>比較常去的有家樂福、SOGO、台北捷運、便利商店<BR>請問這樣有比較推薦的卡片嗎???(2張為上限),6
18,1451723016332_F01,【請教】選股軟體 (泰穎製作所),"請問各位高手<BR>大家在選股時,會另外再使用特別的軟體來選股嗎?<BR>這套軟體有沒有人使用過？<BR>效果如何??<BR>泰穎製作所<BR>http://tryingfactory.blogspot.tw/2015/01/168.html<BR>謝謝!!!",6
36,1451831993470_F01,想請教對健保有研究的先進...,現狀：雙薪家庭所得稅率為12％，夫妻薪水差不多，小弟所負擔之健保，原先已含兩子女+65歲以上+不足65歲之雙親（皆已退休）<BR>依據高雄市的健保補助，104年是負擔3人費用+1人與最低應繳付之差額（約300多），1人免費<BR>在105年開始，高雄市送了這份禮物http://socbu.kcg.gov.tw/?prog=2&b_id=4&m_id=23&s_id=310<BR>小弟解讀，105年開始健保負擔是不是會改為---4人費用，1人免費？（不知道是不是正確嗎？）<BR>有朋友建議，可以將雙親之健保改掛於區公所，這樣會比較省錢<BR>想請教先進，可以將雙親以第六類人口加掛於區公所嗎？這樣會比較省錢嗎？（無論省錢與否，雙親之健保仍然為小弟所負責）<BR>感謝各位不吝賜教，感恩...[謝謝指教],6
37,1451832828132_F01,定存股首選該選哪支？,小弟一直有在投資股票<BR>也有在買所謂的定存股<BR>目前是買鴻海 中鋼跟台灣50<BR>想問問各位也有在買定存股的大大<BR>你們比較推薦哪支股票當定存股的,6
39,1451838210829_F01,"請問關於持有成本,這個算法是正確的嗎?","目前遠東新大概跌到25.XX元~很想買....<BR><BR><BR>之前有有網友說他2013年初進場,買在31元,經過3次除息,是否現在成本變26.6?? (1.5+1.5+1.4=4.4 31-4.4=26.6)<BR>但是好像只有現金股利可以這樣算~ 股票股利不可這樣算? <BR>所以請問本題的正確的持有成本是?<BR><BR>附上遠東新近三年股利",6
40,1451842787160_F01,短期儲蓄的建議...,因小弟有儲蓄的需求<BR>希望是短期(3~5年內)能夠存到約30萬<BR>今年的定存利率似乎又降了(?)<BR>以自己的能力<BR>每個月預計是存個五千元左右<BR>各位大大有推薦存哪間銀行的定存<BR>或是哪款儲蓄險嗎~?<BR>小弟上網看過許多不同的儲蓄險<BR>但是...看不懂 <BR>能有大大推薦並解釋一下嗎~?<BR>謝謝各位了...,6
