,id,title,content,cluster
237,1452586071364_F01,月配息的國外基金好嗎？,像定存，每月可以配利息，但現在銀行配息太少了。<BR>國外基金配息多些，雖然會用到本金配息，本金也會虧損，但放久些，還是不會虧的。<BR>不知底下這支好不好？理專說配有6％<BR>聯博多元資產配置基金,5
284,1452746368491_F01,高殖利的燦星網,請問大家<BR>關於這支股票燦星網<BR>最近大盤跌慘了<BR>燦星網也很合作跟著用力跌<BR>最近不是旅遊旺季嗎<BR>怎麼還這麼慘<BR>該不該賣了<BR>都快歷史低點了<BR>求神人看法,5
439,1453304502678_F01,鴻海2317之跌到想砸鍵盤,目前攤提到均價84<BR>真的越跌越傷心 (滴血...)<BR>也越來越沒信心<BR>有這支的朋友，能給些意見嗎,5
447,1453348712324_F01,詢問投資型保單,我媽受玉山銀行襄理遊說，預計拿一筆錢去買新光豐利豐收投資型保單，說有每年可得5.5%的利潤(舉例910萬x5.5/100/12=41708元)，我直覺認為沒那麼好康的事，但對這方面又不懂，所以想請各位懂得大大幫忙說明一下這支保單的規則，尤其針對陷阱這方面，感謝。,5
451,1453351540233_F01,"幸運抽中F-英利,請問這支後勢如何?","幸運抽中F-英利,請問這支後勢如何?要在第一天賣出嗎?謝謝!",5
486,1453539492080_F01,3552同致—車用電子股，短期、現沖,想請問各位大大～<BR>下星期一是否可以跟進？這支股現在適合玩現沖嗎？<BR>拜託指點迷津,5
489,1453549659264_F01,新手之0056進場時機,各位投資老手大家好，小弟下禮拜一預計會購買人生第一次購買股票0056，注意這支很久了，之前都是23~25之間波動，現在難得20元，想說目前價位是自從2009年後最低的一次，年殖利率也有約5%，看到歐美和石油開始反彈，小弟認為禮拜一該進場(約購買10張)，不知道各位投資老手看法如何，我是初入新手，請多指教，謝謝~~,5
544,1453954334447_F01,2883 開發金討論群組,"最近金融股的跌的非常深,<BR>尤其開發金控<BR>自去年年中到今年年初已經腰斬了<BR>且股價遠低於淨值,<BR>各位會怎麼看待這支股票呢?<BR>去年感覺沒有賺很多,<BR>今年應該不會發股利吧",5
612,1454253290568_F01,歐股基金還要持續買美元避險的嗎??,ECB三月可能繼續寬鬆，看好未來的歐洲經濟<BR>現在股市隨著這波一起修正，現在也算低點<BR>想加碼手上安聯歐洲成長精選這支歐股基金<BR>但原先買美元避險計價的，現在台幣一直貶值<BR>不知道這樣會不會有所影響?? 會有很大的匯差嗎??<BR>如果現在要加碼進場，需要轉換成歐元計價的嗎??<BR>謝謝!,5
908,1456206108825_F01,2404漢唐 有人可以幫我分析這支嗎?,2404漢唐 之前就注意這支，幾乎天天漲，漲多漲少而已，但看不出有何特別利多呀?,5
