,id,title,content,cluster
16548,16843,個股：霹靂(8450)7/13受永豐金證券邀請參加「台股座談會」,本公司受永豐金證券邀請參加「台股座談會」，說明本公司營運狀況及經營績效。<BR>符合條款第四條第XX款：12<BR>事實發生日：105/07/13<BR>1.召開法人說明會之日期：105/07/13<BR>2.召開法人說明會之時間：14 時 30 分 <BR>3.召開法人說明會之地點：台開大樓1701會議室(重慶南路一段2號17樓)<BR>4.法人說明會擇要訊息：本公司受永豐金證券邀請參加『台股座談會』，說明本公司營運狀況及經營績效。<BR>5.其他應敘明事項：無<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
16549,16844,【公告】霹靂受永豐金證券邀請參加「台股座談會」，說明霹靂營運狀況及經營績效,日 期：2016年07月12日<BR>公司名稱：霹靂 (8450)<BR>主 旨：霹靂受永豐金證券邀請參加「台股座談會」，說明霹靂營運狀況及經營績效。<BR>發言人：黃文章<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：105/07/13<BR>1.召開法人說明會之日期：105/07/13<BR>2.召開法人說明會之時間：14 時 30 分<BR>3.召開法人說明會之地點：台開大樓1701會議室(重慶南路一段2號17樓)<BR>4.法人說明會擇要訊息：本公司受永豐金證券邀請參加『台股座談會』，說明本公司營運狀況及經營績效。<BR>5.其他應敘明事項：無<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
37995,38719,【公告】力旺受邀出席日盛證券舉辦之太陽獅春回大地台股企業日,日 期：2017年03月06日<BR>公司名稱：力旺 (3529)<BR>主 旨：力旺受邀出席日盛證券舉辦之太陽獅春回大地台股企業日<BR>發言人：楊青松<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：13 時 40 分<BR>3.召開法人說明會之地點：台北文創大樓6樓<BR>4.法人說明會擇要訊息：本公司受日盛證券邀請，將於106年03月14日於台北文創大樓6樓參加法說會，說明本公司財務及業務相關資訊。<BR>5.其他應敘明事項：會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38015,38740,個股：力旺(3529)受邀出席日盛證券3/14舉辦之太陽獅春回大地台股企業日,本公司受邀出席日盛證券舉辦之太陽獅春回大地台股企業日<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：13 時 40 分 <BR>3.召開法人說明會之地點：台北文創大樓6樓<BR>4.法人說明會擇要訊息：本公司受日盛證券邀請，將於106年03月14日於台北文創大樓6樓參加法說會，說明本公司財務及業務相關資訊。<BR>5.其他應敘明事項：會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38435,39167,【公告】台灣神隆股份有限公司參加日盛證券主辦台股企業日法人會議,日 期：2017年03月09日<BR>公司名稱：台灣神隆 (1789)<BR>主 旨：台灣神隆股份有限公司參加日盛證券主辦台股企業日法人會議<BR>發言人：遴選待補<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：13 時 40 分<BR>3.召開法人說明會之地點：台北文創大樓(台北市信義區菸廠路88號)<BR>4.法人說明會擇要訊息：本公司受邀參加日盛證券主辦台股企業日法人會議，會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明。<BR>5.其他應敘明事項：無<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38455,39188,神隆3/14參加日盛證券主辦之台股企業日法人會議,公開資訊觀測站重大訊息公告<BR>(1789)神隆公告台灣神隆股份有限公司參加日盛證券主辦台股企業日法人會議<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：13 時 40 分 <BR>3.召開法人說明會之地點：台北文創大樓(台北市信義區菸廠路88號)<BR>4.法人說明會擇要訊息：本公司受邀參加日盛證券主辦台股企業日法人會議，會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明。<BR>5.其他應敘明事項：無<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38462,39195,個股：神隆(1789)3/14參加日盛證券主辦台股企業日法人會議,公告台灣神隆股份有限公司參加日盛證券主辦台股企業日法人會議<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：13 時 40 分 <BR>3.召開法人說明會之地點：台北文創大樓(台北市信義區菸廠路88號)<BR>4.法人說明會擇要訊息：本公司受邀參加日盛證券主辦台股企業日法人會議，會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明。<BR>5.其他應敘明事項：無<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38512,39248,"個股：奇力新(2456)3/14受邀參加凱基證券舉辦之""2017年第一季台股投資論壇""","本公司受邀參加凱基證券舉辦之""2017年第一季台股投資論壇""<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：15 時 20 分 <BR>3.召開法人說明會之地點：台北凱基大樓(明水路700號12樓)<BR>4.法人說明會擇要訊息：本公司受邀參加凱基證券舉辦之""2017年第一季台股投資論壇""<BR>5.其他應敘明事項：無<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。",10
38516,39252,【公告】奇力新受邀參加凱基證券舉辦2017年第一季台股投資論壇,"日 期：2017年03月10日<BR>公司名稱：奇力新 (2456)<BR>主 旨：奇力新受邀參加凱基證券舉辦之""2017年第一季台股投資論壇""<BR>發言人：田慶威<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：15 時 20 分<BR>3.召開法人說明會之地點：台北凱基大樓(明水路700號12樓)<BR>4.法人說明會擇要訊息：本公司受邀參加凱基證券舉辦之""2017年第一季台股投資論壇""<BR>5.其他應敘明事項：無<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。",10
38546,39282,個股：長華(8070)3/14受邀參加凱基證券舉辦之106年第一季台股投資論壇,公告本公司受邀參加凱基證券舉辦之106年第一季台股投資論壇<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：14 時 00 分 <BR>3.召開法人說明會之地點：台北市明水路700號12樓（台北凱基大樓）<BR>4.法人說明會擇要訊息：本公司會中將就本公司已公開發佈之財務業務等相關資訊做說明。<BR>5.其他應敘明事項：會議資料將於會後揭露於公開資訊觀測站及公司網站。<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38548,39284,【公告】長華電材受邀參加凱基證券舉辦之106年第一季台股投資論壇,日 期：2017年03月10日<BR>公司名稱：長華電材 (8070)<BR>主 旨：長華電材受邀參加凱基證券舉辦之106年第一季台股投資論壇<BR>發言人：楊琇如<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：14 時 00 分<BR>3.召開法人說明會之地點：台北市明水路700號12樓（台北凱基大樓）<BR>4.法人說明會擇要訊息：本公司會中將就本公司已公開發佈之財務業務等相關資訊做說明。<BR>5.其他應敘明事項：會議資料將於會後揭露於公開資訊觀測站及公司網站。<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38714,39454,【公告】詩肯受邀參加「日盛證券太陽獅春回大地台股企業日」論壇,日 期：2017年03月13日<BR>公司名稱：詩肯 (6195)<BR>主 旨：詩肯受邀參加「日盛證券太陽獅春回大地台股企業日」論壇<BR>發言人：何山壯<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：10 時 00 分<BR>3.召開法人說明會之地點：台北文創大樓(台北市信義區菸廠路88號6樓)。<BR>4.法人說明會擇要訊息：本公司受邀參加「日盛證券太陽獅春回大地台股企業日」論壇，說明公司營運概況。<BR>5.其他應敘明事項：無。<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38715,39455,【公告】岱宇國際受邀參加日盛證券舉辦太陽獅春回大地台股企業日,日 期：2017年03月13日<BR>公司名稱：岱宇國際 (1598)<BR>主 旨：岱宇國際受邀參加日盛證券舉辦太陽獅春回大地台股企業日<BR>發言人：邱源聲<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：16 時 00 分<BR>3.召開法人說明會之地點：日盛論壇-台北文創大樓<BR>(台北市信義區菸廠路88號6樓)<BR>4.法人說明會擇要訊息：本公司受邀參加日盛證券舉辦太陽獅春回大地台股企業日，說明公司營運概況。<BR>5.其他應敘明事項：完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項下查閱<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38716,39456,【公告】鈊象電子受日盛證券邀請，出席『太陽獅春回大地台股企業日』,日 期：2017年03月13日<BR>公司名稱：鈊象電子 (3293)<BR>主 旨：鈊象電子受日盛證券邀請，出席『太陽獅春回大地台股企業日』<BR>發言人：江順成<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：16 時 00 分<BR>3.召開法人說明會之地點：台北文創大樓（台北市信義區菸廠路88號6樓）<BR>4.法人說明會擇要訊息：本公司受日盛證券邀請，出席『太陽獅春回大地台股企業日』。<BR>5.其他應敘明事項：完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
38717,39457,【公告】雄獅旅遊受邀出席日盛證券舉辦之太陽獅春回大地台股企業日,日 期：2017年03月13日<BR>公司名稱：雄獅旅遊 (2731)<BR>主 旨：雄獅旅遊受邀出席日盛證券舉辦之太陽獅春回大地台股企業日<BR>發言人：裴信祐<BR>說 明：<BR>符合條款第四條第XX款：12<BR>事實發生日：106/03/14<BR>1.召開法人說明會之日期：106/03/14<BR>2.召開法人說明會之時間：11 時 10 分<BR>3.召開法人說明會之地點：台北文創大樓(台北市信義區菸廠路88號6樓)<BR>4.法人說明會擇要訊息：本公司受邀參加日盛證券舉辦之「日盛證券太陽獅春回大地台股企業日」，會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明。<BR>5.其他應敘明事項：無<BR>完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,10
