id,label
1461656502676_F01,2
1522070015199_F01,2
1525796135892_F01,0
1524724241022_F01,1
1475739541985_F01,2
1529600483520_F01,0
1469411931409_F01,1
1516701902128_F01,1
1530120315349_F01,1
1527080367825_F01,0
1539889267590_F01,2
1456933513406_F01,1
1533795147453_F01,1
1500205589734_F01,1
1534057157231_F01,1
1520940977578_F01,2
1464715623337_F01,1
1465912931885_F01,2
1520417999035_F01,2
1484202387374_F01,1
1508428227475_F01,2
1451962424002_F01,1
1470631132848_F01,0
1525179796099_F01,1
1479206294418_F01,1
1525782022702_F01,0
1493181606356_F01,1
1489591851061_F01,1
1542498872879_F01,0
1509006892246_F01,2
1519795419368_F01,1
1458473687309_F01,2
1517403744998_F01,1
1463661140170_F01,0
1464936027547_F01,1
1520778041680_F01,2
1487862058724_F01,1
1524407301799_F01,0
1465984238395_F01,0
1512113164972_F01,0
1530517859605_F01,1
1466419075180_F01,2
1465186415265_F01,0
1499868248935_F01,2
1534434428835_F01,1
1488725907778_F01,0
1530705201316_F01,2
1466668179643_1_F01,0
1509361702559_F01,1
1491537602814_F01,2
1512548225612_F01,1
1453937328519_F01,2
1534497253151_F01,1
1514181667980_F01,1
1535480757893_F01,1
1501854696014_F01,0
1472328677020_F01,1
1527720105178_F01,1
1488026881033_F01,1
1498832867154_F01,1
1530037166836_F01,1
1505996231343_F01,1
1499336744750_F01,1
1537067702989_F01,1
1522074241878_F01,1
1472442401535_F01,1
1503989927084_F01,0
1539327708425_F01,1
1523023593933_F01,1
1481165079943_F01,1
1503667489940_F01,1
1530708962837_F01,2
1515394038177_F01,1
1520610580983_F01,2
1514438077792_F01,1
1500600812173_F01,2
1529683946056_F01,1
1458700864885_F01,1
1468482738921_F01,2
1459514481021_F01,1
1469780544359_F01,1
1543101347567_F01,0
1452227584732_F01,1
1523858124555_F01,2
1511706544109_F01,1
1458270318268_F01,1
1509899400862_F01,1
1529964951283_F01,1
1487644065222_F01,2
1512106355591_F01,1
1521438513597_F01,1
1491230718077_F01,2
1505489805236_F01,1
1492235002280_F01,1
1515732214307_F01,1
1472821979730_F01,1
1535453782370_F01,1
1545518490520_F01,1
1496646014977_F01,1
1522162010372_F01,1
1463062777621_F01,1
1479258594748_F01,2
1475829540902_F01,1
1503555390978_F01,1
1497040110322_F01,0
1542872248972_F01,1
1517630300180_F01,0
1451813939657_F01,2
1528280929930_F01,1
1506076850055_F01,0
1467470612530_F01,2
1473598975414_F01,1
1524235454250_F01,0
1539058061136_F01,1
1504708063784_F01,2
1466738342473_F01,1
1454505014083_F01,1
1463455311462_F01,0
1512214727574_F01,1
1461823018094_F01,1
1544325718006_F01,1
1516365923006_F01,1
1466998678007_F01,2
1531956056182_F01,1
1540606751033_F01,0
1540263256730_F01,0
1500438971836_F01,0
1468923860455_F01,1
1495479557541_F01,1
1528941893195_F01,0
1543475682489_F01,0
1536809647926_F01,1
1517890238255_F01,0
1503232478649_F01,0
1534959631566_F01,0
1477014728141_F01,1
1466565662487_F01,0
1476153647189_F01,0
1489287643861_F01,1
1496969071057_F01,1
1511419385495_F01,1
1474354018740_F01,1
1544234800306_F01,0
1523095982113_F01,1
1454128021444_F01,2
1489026778047_F01,1
1461658245672_F01,1
1542343004433_F01,0
1480402373929_F01,2
1481776350301_F01,2
1500866508304_F01,1
1505448086766_F01,1
1457888456374_F01,2
1543346154057_F01,1
1545890865024_F01,1
1495183318573_F01,1
1460616938740_F01,2
1458365689312_F01,0
1503987200495_F01,1
1534340353473_F01,2
1545387982610_F01,1
1484457053828_F01,1
1541756194824_F01,1
1497367003019_F01,1
1532427527630_F01,1
1533893244745_F01,1
1459487546960_F01,0
1524047705503_F01,1
1532518993591_F01,1
1535982669438_F01,1
1463644934256_F01,1
1455246526588_F01,1
1530635507978_F01,1
1469694294909_F01,1
1529290069000_F01,1
1522214342609_F01,1
1458743803640_F01,1
1530721014324_F01,1
1462024500864_F01,2
1465367585350_F01,1
1523418932392_F01,1
1534300989935_F01,2
1522484498275_F01,1
1529999941413_F01,1
1491231636635_F01,1
1525410847459_F01,1
1508734338839_F01,1
1508238798622_F01,1
1468221934076_F01,1
1482666313087_F01,2
1531713595455_F01,1
1472569106043_F01,1
1510728359734_F01,1
1509668957766_F01,2
1509962688513_F01,1
1512651547651_F01,1
1544859604506_F01,1
1481682066405_F01,1
1544074255100_F01,1
1467600791816_F01,1
1537871761825_F01,1
1519697793794_F01,1
1517671708728_F01,1
1484803344939_F01,1
1459580996450_F01,1
1459994393055_F01,1
1525157123243_F01,1
1513130119885_F01,0
1477391407828_F01,0
1505099394748_F01,1
1467298301105_F01,1
1489400089125_F01,1
1544188015977_F01,1
1491312599737_F01,2
1509126331867_F01,1
1468427883636_F01,1
1537006236877_F01,1
1479136323828_F01,1
1502007605338_F01,1
1528364672879_F01,1
1496813340508_F01,1
1515935444068_F01,1
1478658225820_F01,1
1518704086726_F01,1
1532675775880_F01,1
1529953491869_F01,1
1462943842688_F01,1
1541775145044_F01,0
1537871758219_F01,1
1539750207567_F01,1
1518129778490_F01,1
1540107375380_F01,1
1531815756727_F01,1
1533020118845_F01,1
1470896668242_F01,1
1463847702174_F01,1
1485347433198_F01,1
1456322275768_F01,1
1510335652650_F01,1
1501434219456_F01,1
1530932552274_F01,1
1527318411941_F01,1
1480933327974_F01,1
1543424476068_F01,1
1532766382523_F01,1
1546234632032_F01,1
1508296388691_F01,1
1463048340489_F01,1
1545634514293_F01,1
1492277372740_F01,1
1516963059832_F01,0
1521171171942_F01,2
1515036624421_F01,2
1507776525531_F01,1
1495510242328_F01,0
1476146332434_F01,2
1507457026354_F01,1
1467855572715_F01,0
1542002776062_F01,2
1536763970747_F01,0
1543368613233_F01,0
1489151617080_F01,2
1479863259930_F01,1
1545288377762_F01,0
1541692332795_F01,1
1508119069760_F01,2
1511393341134_F01,2
1494823384734_F01,2
1467117388183_F01,1
1477575776348_F01,1
1498011411746_F01,0
1531192334232_F01,0
1513266799278_F01,2
1532360121712_F01,0
1467787930262_F01,2
1465777984761_F01,1
1525235409453_F01,0
1515046492365_F01,2
1532340220463_F01,1
1484920442314_F01,1
1525102541817_F01,0
1530002171389_F01,0
1474653118926_F01,1
1503714993189_F01,0
1478483977795_F01,1
1541641014600_F01,2
1503556641219_F01,2
1543382158410_F01,2
1527568978818_F01,1
1454253290568_F01,1
1537869490131_F01,2
1504860036812_F01,2
1522132810155_F01,2
1482290255646_F01,1
1496580455182_F01,1
1468583545754_F01,1
1462771110642_F01,2
1476762523433_F01,1
1462593597333_F01,1
1491740782064_F01,1
1494696257146_F01,1
1505159782065_F01,1
1529664629426_F01,1
1508080994047_F01,1
1484317719619_F01,1
1535025278498_F01,1
1501519810199_F01,1
1514002358055_F01,1
1541135049777_F01,1
1500438039252_F01,1
1470321506565_F01,1
1523954103957_F01,1
1460705984042_F01,2
1530088022558_F01,1
1542668797945_F01,1
1453805875312_F01,1
1461778448536_F01,1
1456177186022_F01,1
1500026052572_F01,1
1498540478304_F01,1
1467542257874_F01,1
1466811521736_F01,1
1472700477990_F01,0
1455728058423_F01,1
1489159815623_F01,0
1523747336010_F01,1
1488190544306_F01,1
1530329100412_F01,1
1514274209985_F01,0
1527842563647_F01,1
1467786112068_F01,1
1516168599328_F01,2
1474424247987_F01,1
1498650447352_F01,1
1475120435914_F01,0
1456994990111_F01,1
1487559666589_F01,1
1512633957315_F01,1
1472050914890_F01,1
1519608956146_F01,1
1488897806473_F01,1
1463940362888_F01,1
1478332703233_F01,1
1498200697960_F01,1
1510580869330_F01,1
1503970488537_F01,1
1492070377583_F01,1
1457599404082_F01,2
1457737224666_F01,1
1488522614985_F01,1
1470767133261_F01,1
1528455087116_F01,1
1493807218956_F01,1
1485355645803_F01,1
1457680481365_F01,1
1496243566650_F01,1
1501516159502_F01,1
1465934481579_1_F01,1
1535991088775_F01,1
1468089466278_F01,1
1478367816348_F01,1
1540585397676_F01,1
1460459479432_F01,1
1517981213493_F01,1
1536393483385_F01,1
1471013692233_F01,1
1496762084375_F01,1
1502410975080_F01,1
1481729543378_F01,1
1513977108705_F01,1
1514514462654_F01,1
1534510572903_F01,1
1474291078377_F01,1
1482684549140_F01,1
1500462184715_F01,1
1460585570996_F01,1
1500887289368_F01,1
1521799683498_F01,1
1506496469501_F01,1
1519059534417_F01,1
1469100245246_F01,1
1495614697961_F01,1
1468917495918_F01,1
1540257618120_F01,1
1483957714529_F01,1
1536048290667_F01,1
